userName,score,content,at
Pengguna Google,1,"Update 26 Okt 2021. Dari awalnya bintang 2, saya turunkan jd bintang 1. Setelah update malah bug (setelah centang syarat setuju, terus apa? Tidak muncul apa2), lokasi tidak akurat (padahal google maps sdh benar), dan masih banyak yg lain. Kalau tidak bisa bikin aplikasi, modal dikit lah, bayar yg udah pengalaman.",2021-10-26 00:14:19
Pengguna Google,1,"Saya sudah vaksin ke 2 seminggu yg lalu, trs barusan buka aplikasi ini malah data saya hilang, coba diisi lg malah terjadi kesalahan, mau masuk gabisa terus pdhl data yg diisi sudah benar. Trs saya harus bagaimana padahal sudah vaksin 2x. Aplikasinya jg sudah di update terus",2021-08-27 18:23:33
Pengguna Google,1,"Terlalu banyak error (sebelum ada app ini saya bisa akses sertifikat vaksin dng sangat mudah, tpi skrng masukin data untk buka appnya aja keulang""), loading ga selesai"" pdhal signal lancar. Tolong bngt la, udah diharuskan pake app ini tpi banyak bngt yang kesulitan (tersulitkan) dengan app ini.🙏🏻",2021-09-21 16:19:24
Pengguna Google,1,Awalnya aplikasi ini sangat membantu utk mendapatkan hasil vaksin. Sayangnya setelah di instal ulang aplikasinya justru errorr...sdh beberapa kali saya hapus instal lg tetap saja gagal saat masuk. Saat masukan otpnya gak bisa verifikasi.,2022-04-22 23:25:09
Pengguna Google,1,"Sejak update Terkahir, maps di hilangi menyebabkan susah memantau lokasi karena posisi GPS tidak terlihat sehingga menyusahkan untuk WFO ke kantor padahal. Minta tolong dimunculkan kembali. Semakin ke depan kok malah semakin dikurangi fitur pentingnya.",2021-10-26 02:29:27
Pengguna Google,1,"aplikasi appan ini,stuck di vervikasi gak bisa geser kanan,kiri,bawah,masa iya harus ganti hp yg layar nya panjang,di adakan aplikasi ini harus nya untuk mempermudah bukan mempersulit,kasian kan yg gk bisa beli hp yg terbaru,udah cukup ribet mau pergi""harus instal ini itu,kasian yg gk punya hp android/ios,walaupun yg punya juga hrs yg bagus kaya nya coba dong di perbaiki lagi",2021-11-01 03:10:00
Pengguna Google,1,"Saya melakukan swab jam 1 siang dan betul hasilnya memang betul masuk ke peduli lindungi, jam 8 malam hasil swab nya masih ada, jam 11 malam saat sudah mau masuk peron kereta hasil swab nya hilang, dan hasil nya saya di tinggal kereta gr2 aplikasi in",2021-12-11 11:38:44
Pengguna Google,1,"Di hp keluaran lama (2016) memang gag bisa dipke kah?? Udh berulang kali instal-uninstal tetep aja ujung""nya keluar 'tutup aplikasi' dan otomatis gag bisa masuk setelah daftar 🤔 Tolong donk diperbaiki, krna gag lucu kan ganti hp yg masih bisa dipke dan masih terupgrade krna 1 app yg gag bisa digunakan 😊",2021-09-09 12:41:51
Pengguna Google,1,Aplikasi lemot lelet tidak bisa login setelah setuju dengan persyaratan malah tidak ada tombol ataupun pengarahan lainnya baru pertama download kesan pertama yang buruk kalau misalkan di tempat umum tidak dipakai jadi males sekali download. aplikasi ini harusnya lebih mempermudah malah mempersulit tolong benerin dong kalau nggak berguna buat umum juga nggak bakalan download aplikasi ini karena terpaksa,2021-11-05 09:11:51
Pengguna Google,3,"Versi terbaru tdk simple. Yg sebelumnya lbh baik dimana kita bisa melihat status zona daerah lain. Tolong dimunculkan kembali fitur tersebut. Ketika saya memilih daerah di opsi pencarian, tidak bisa. Ketika saya pilih aturan perjalanan malah lgsg keluar dr aplikasi. Tolong diperbaiki. Terimakasih.",2022-02-09 03:13:18
Pengguna Google,1,"Nyoba berulang kali ga bisa waktu mau munculin menu scan pas masuk ke mall ,pdhl dah isi data di aplikasi pedulilindungin di awal instal dan sukses. Akhirnya makei kertas keterangan dah vaksin ke 2 ajalah.",2021-10-10 08:35:23
Pengguna Google,1,"Saat diperbarui akun tidak sinkron, nama di ktp punya saya, sedangkan nik yg tertera nik ayah saya ( yg notabene dulu di peduli lindungi saya tambahkan data untuk unduh sertivikat vaksin). Saya edit profilnya saya isikan punya saya dan selalu muncul notif tidak bisa. Tolong diperbaiki.",2023-03-25 00:32:36
Pengguna Google,1,"Aplikasinya burik.. Lelet bangett nunggu kode verifikasinya.. Padahal sinyal gue kenceng, pake wifi kenceng juga masih aja ga bisa.... Kalo aplikasinya belum fix, ga usah di publish dulu lah, sempurnain dulu kek, apa kek.. Sebagai warga yg baik y ngikut aja, walaupun aplikasinya masih burik.. Padahal punya pemerintah, tapi mempersulit.. Sok sok digitalisasi..",2021-12-28 13:11:20
Pengguna Google,3,"Baru di update dan pengen nyobain perubahan dari Peduli Lindungi menjadi SATU SEHAT katanya lebih canggih, tapi setelah selesai mengupdate dan instal. Kenapa tulisannnya tidak ada koneksi internet terus ya? Padahal lancar jaya kalau untuk buka aplikasi lain dan mendownload. Tipe smartphone saya Samsung J4 plus. Jadi gagal deh mau nyobain. Semoga segera ada perbaikan terutama untuk tipe android seperti saya hehe",2023-03-04 12:46:34
Pengguna Google,1,"Aplikasi nya aneh baru download ada pertanyaan WNI atau WNA setelah di klik WNI seharusnya kan muncul Suruh masukin nomor hp untuk verifikasi ini mah gak ada, malah muncul soal Tentang syarat dan kebijakan privasi doang Suruh klik centang soal itu, setelah diklik bukan nya malah bisa masuk aplikasinya malah tampilan nya seperti itu aja",2021-11-21 08:46:36
Pengguna Google,1,"Aplikasinya suka keluar sendiri, padahal udah sampe depan mall tinggal scan. Mana jarak rumah ke mall jauh, menyulitkan sekali. Tolong dong diperbaiki, diliat dr kolom komen banyak yg mengalami kasus serupa. Bukan satu atau dua orang, ini sudah sangat menyusahkan. Terima kasih.",2021-09-05 02:29:57
Pengguna Google,2,"Maaf dikasih bintang dua. Waktu mau scan barcode gabisa, disuruh melengkapi data profil dulu. Tapi pas dilengkapi Nik sama Tgl lahir gabisa diisi, selalu muncul ""Sesuaikan nama dan nik dengan KTP"" padahal udah bener. Udah dicoba di aplikasi gk bisa, di website pun tetep gakbisa. Padahal sekarang kalo ke mal, supermarket, dll harus scan barcode:) Mohon solusinya gimana?",2021-10-06 06:10:21
Pengguna Google,1,"Secara UI design aplikasi nya lumayan enak dilihat UX kalau buat user baru pasti bingung, masih berantakan Kok locationnya gak akurat ya? Sertifikat vaksin gak bisa dibuka di app, padahal sistem input data sudah update setelah saya vaksin, berarti belum berjalan semua ya? Mohon diperbaiki lagi Pak, supaya makin maju dan banyak peminat",2021-09-27 01:39:00
Pengguna Google,1,Tolong batasan kesalahan pengetikannya diperbanyak perharinya. Karena appnya kadang suka error sendiri nggk bisa baca nama ktp apalagi kalau jaringan jelek pasti ada aja errornya. Kadang suka panik sendiri saat diminta ada ada kesalahan kecil sperti yg diatas. Tolong diperbaiki lagi yah karena ini app dari pemerintah masa kualitasnya nggk sesuai🙂,2022-04-26 04:26:05
Pengguna Google,1,Sudah menyatakan setuju terus apa lagi. Aplikasi nya ga jlan. Sampe bolak valik hapus aplikasi trus diwnload lagi. Sama aja. Hp saya oppo a37. Aplikasi yg pertama mah bisa di pake. Habis di perbarui malah ga bisa. Piye to iki...,2021-11-08 04:33:32
Pengguna Google,5,Dulu aku aneh sertifikat kaya kalian gk muncul eh tau tau nya kesalahan sediri hehehe .... salah nomor di bagian belakang nya contoh 8786 jadi 8687. Untuk aplikasi nya kadang kadang sinyal 3 batang. mau masuk mall scaner nya telat munculin logo boleh masuk mall nya. itu aja sih masalah nya sekian terimakasih (Di tulis bedasarkan pengalaman yang sebenar nya),2022-01-14 13:33:23
Pengguna Google,1,"Sy sdh vaksin kedua ditempat yg berbeda dari data aplikasi krn kepindahan tugas...tp dua bulan setelah vaksin kedua sy lakukan, tp data peduli lindungi tdk berubah. Sdh ber email 2x..yg pertama ada jawaban...yg kedua sdh seminggu lebih tak ada jawaban",2021-09-26 00:20:53
Pengguna Google,1,"Sebelumnya saya sgt brsemangat dg aplikasi yg terintegrasi spt ini. Sampe status saya tiba2 hitam padahal di aplikasi pun tercantum hasil PCR dan antigen saya NEGATIF, saya pun sudah vaksin 2x. Keluarga saya juga NEGATIF. Saya jadi terganggu tidak bisa akses fasilitas publik. Sudah konfirmasi ke call center hanya di suru sabar krna maintenance, tdk ada Solusi bgmn nasib sy. Saya sudah email jg tidak sampai emailnya.",2021-10-02 14:09:59
Pengguna Google,1,"Terjadi kesalahan.. gitu terus.. masuk mall di tahan sama sekurity.. hapus data pun ngga jadi.. tetap terjadi kesalahan.. hapus aplikasi .. instal ulang baru jadi.. buq nya gini amat.. abis ini gw save sertifikat nya, gw cetak ke foto copy.. gw hapus aplikasinya.. error sering banget..",2021-11-09 07:11:24
Pengguna Google,1,Tolong di percepat perbaikan data. Data di profil sudah sesuai di KTP saya tapi knp di sertifikat salah...Bikin repot orang saja... Saya sudah ajukan 2 bulan berturut turut tapi tidak ada sama sekali di proses untuk perbaikan data.... Kasih solusi jgn hanya main ngubah aplikasi terus.. Masih Bagusan peduli lindunggi yang dulu...tolong lah ini keperluan setifikat vaksin untuk perkerjaan...jgn di persulit..,2024-06-01 04:43:14
Pengguna Google,1,"Ada maslah apalagi ini, kok setiap mau scan popup ijin kamera selalu muncul, padahal ijin kamera di aplikasi sdh on, ribet dong kalau begini. Kirim email emang ada respon, email gw 1 tahun yg lalu aja sampai skrg ga di respon",2021-12-03 06:00:03
Pengguna Google,1,"Mau make aplikasi ini tapi minta izin akses lokasi sepanjang waktu.. dan akses ke perangkat handphone katanya buat ganti foto profil.. maksa banget iyuh. Aplikasi punya pemerintah tapi kok insecure ya make nya.. belum daftar aku langsung uninstall... enak aja.. menang banyak dong dapat data2, foto segala macam..",2021-10-08 04:16:18
Pengguna Google,1,"Setuju banget sama yang lain, saya coba masukan tgl lahir. Balik lagi balig lagi... Tolong deh di tingkatkan lagu, di respon, harus ada solusinya... Sampe hp suruh restar... Berkali kali, tetep gak bisa... Jadi sia sia waktu aja nih...",2021-09-08 02:57:23
Pengguna Google,1,"Diminta untuk update, dan harus diperbaharui kl mau menggunakan, tp setelah klik perbaharui hanya muter2, padahal sinyal bagus, minta tethering istri yg sinyal bagus jg ttp muter2. Sampe saya cb restart hp lalu saya update masih tetap muter2. Apakah ada yg mengalami sama seperti saya?",2022-06-04 13:18:43
Pengguna Google,3,"Aplikasi tiba2 error , sudah masukkan nomer HP ,user not found,daftar lagi isi data udah disamakan ,malah data hilang semua,tapi kalau periksa pendaftaran vaksin datanya ada sudah muncul bahwa melakukan vaksin ,tapi pada saat lihat sertifikat data nya tidak bisa dilihat...mohon info nya...makasih",2021-08-28 02:03:32
Pengguna Google,1,"Sebelum nya no saya hilang yg sudah terdaftar di peduli lindungi, terus saya daftarkan dengan no yg baru dan juga sudah dibantu untuk daftar ulang dengan CS nya, setelah ikuti intruksi dan tunggu beberapa hari saya log in ulang dengan no yg baru tapi pas cek sertif, sertif nya gk ada di dalam app tapi klw di web log in dengan no yg baru, sertif nya ada. Sudah uninstall dan instal lagi hasil tetap sama, integrasi nya jelek banget, jadi yah uninstall aja. Jelek app nya.",2022-09-20 05:09:50
Pengguna Google,1,"Tidak bagus sekali aplikasi ini , sudah coba seribu Kali mungkin tapi tetap di suruh sesuaikan nama dan nik dengan KTP , padahal semua sudah sesuai kurang apalagi sih. Mau berangkat baru aplikasi modelnya kaya begini . Sumpah bikin repot.",2021-12-09 23:29:42
Pengguna Google,1,"Maksudnya apa si ini aplikasi koneksi lemah padahal jaringan udah pake Wi-Fi dan data masih aja koneksi lemah , kalo emang belom siap atau masih uji coba jangan di wajibkan dulu nih aplikasi masih banyak erornya tolong maintenance yg bener jangan sampai merugikan orang lain .",2021-09-15 20:47:28
Pengguna Google,1,"Diperbaiki dulu pak, pastikan tidak ada ada masalah. Ketika daftar masukin email lalu akan dapat notif melalui email tp kode verifikasi nya ga sampe2. Cape deh... Yuk buruan klo emg perlu apk ini digunakan, segera diperbaiki.",2021-09-10 13:08:26
Pengguna Google,1,Ganti nama doang tapi ga ada improve sama sekali. Sertifikat booster 2 tidak muncul padahal info dr pihak RS data sudah terinput. Woillah.. kek mana ini 😡. Butuh bantuan dialihkan ke WA kemenkes tapi menu pilihan di WA juga ga lengkap. Kalo ada rate BINTANG minus tak kasih rate minus 5 dah.,2023-03-29 03:25:44
Pengguna Google,2,"Aplikasinya tidak bisa login. Setelah pilih menu WARGA NEGARA Indonesia , masuk kebijanakan persyaratan, setelah klik kotak buat centang sudah tidak ada lagi opsi buat SELANJUTNYA. saya sdh hub. Via emal sama DM IG tapi not responding.",2021-11-01 02:57:23
Pengguna Google,1,"Setelah diupgrade/diupdate dari App.PeduliLindungi ke SatuSehat....... Aplikasinya ditidak bisa dibuka hanya bisa diteruskan ke Notifikasi Applikasi trus balik lg ke wallpaper Aplikasi....boro-boro masuk Menu Utama.......Bagaimana ini malah ada pernyataan: bahwa belum ada hal yang baru dibuat sedangkan saya udh di booster ke-2,gmn mo dipake kalo ga bisa masuk accountnya",2023-03-06 02:34:34
Pengguna Google,1,"Aplikasi lama tidak di bukak sudah ke logout, harus update terus, sekarang mau masuk akun tidak bisa harus ada pin, pin sudah di lakukan lupa pin malah ada ganti data untuk tindakan lupa pin sudah mencoba ganti email, tapi gak ada petunjuk rubah pin, bagaimana sih apk ini!!!!!",2024-09-05 09:14:42
Pengguna Google,1,"sertifikat vaksin tidak muncul di aplikasi, pada hal semua data sudah terisi lengkap dan aplikasi sudah di perbaharui dan sudh tlp berkali2 ke 199, yg tidak bisa masuk krn operator sibuk trus, tolong ya di bantu di perbaiki, mks",2021-09-29 01:11:06
Pengguna Google,1,"Tolong stabilkan status lokasi,, gps berfungsi dengan baik.. Tapi letak di aplikasi ga sesuai.. Satu lagi, Kamera sering loading saat scan barcode/ bahkan tidak fungsi saat buka scan menu..",2021-10-11 16:26:16
Pengguna Google,3,"Perlu diperbaiki dalam mencari tahun kelahiran...jangan mencari tahun kelahiran dengan cara mengklik mundur setiap bulannya...membuang waktu untuk mereka yang usianya 50 tahun ke atas ...belum lagi kalau ter reset dan harus mengulang kembali.. Coba dibuat cara mencari tanggal, bulan dan tahun dengan memilih angka yang bergulir ke atas/bawah...Sudah banyak komplain tapi kok tidak dirubah2...padahal tinggal minta developernya untuk merubahnya.",2021-10-09 01:04:01
Pengguna Google,1,"Aplikasi kualitas keset nihh. Gua udah patuh sampe vaksin boster ke 2 juga komplit. Tapi kualitas pelayanan Di aplikasi 0 besar. Di upgrade sertifikat tidak muncul semua, cuma layar blank putih aja. Scan barcode jg gak bisa. Nama aplikasi aja peduli lindungi, tapi gak peduli sama sekali, aplagi melindungi.",2022-12-08 09:25:35
Pengguna Google,2,Butuh isi data buat nampilin QR code tapi aplikasinya eror teros. Nama NIK dan tanggal lahir sudah aku ketik dan klik OK tapi tidak mau muncul. Belum merasakan manfaat aplikasi ini sama sekali padahal yg kemana2 katanya butuh scan barcode di apk iki,2021-09-25 18:36:53
Pengguna Google,1,Aplikasinya sangat sangat buruk tiap mau masuk harus masukkan alamat email terus. Sudah itu mau ngecek kartu vaksin juga ga bisa padahal saya sudah vaksin lengkap tapi diaplikasi bilang ny tidak terdaftar. Giliran ngisi formulir pendaftaran bilangnya KTP sudah terdaftar. Aplikasi tak berguna sama sekali,2021-09-08 16:42:50
Pengguna Google,1,Gk bisa di buka . Tulisannya gk ada jaringan .pdhal sinyal bagus buat buka yg lain jg bisa.. Kemarin sempet buka utk cek sertifikat . Udah vaksin tp gk dapat sms .di cek di aplikasi tp nik dan no hp tidak terdaftar di periode ini . Pdhal udah vaksin pertama loh .. gimana .ada solusi,2021-07-03 07:02:22
Pengguna Google,1,"Tolong dong ini aplikasinya diperbaiki banyak banget bugnya. Setelah diinstal bisa akses app, namun keluar app, coba masuk lagi kok stuck di satu tampilan SATU SEHAT doang. YAKALIII MAU AKSES APP NYA HARUS DI UNINSTALL LAGI SUPAYA BISA AKSES. TOLONG SEGERA DIPERBAIKIIIII",2023-03-09 08:23:36
Pengguna Google,1,Saya tidak bisa membuka aplikasi ini dan pesan yang tampil sbb : LOKASI BUATAN TERDETEKSI Aplikasi kami mendeteksi bahwa lokasi anda berasal dari lokasi buatan. Silahkan matikan lokasi buatan dan coba lagi 5 menit dari sekarang. TUTUP APLIKASI Saya sudah berulangkali mencoba tetapi hasilnya sama. Mohon bantuannya. Terima kasih.,2021-07-20 19:09:43
Pengguna Google,1,"Aplikasi aneh, setelah diperbarui malah gak bisa dibuka, yg muncul cuma halaman depan. Gak profesional bangatt , gak jelasss..mending yg lama puguh...👎 Ini aplikasi apaan sik, udah bbrp diminta diupdate, sdh di update, tp tetap gk bs dibuka , hadeuhh parah bangattt, sudah byk yg laporan tp tetap aja gak ada perbaikan. Amat sangat tidak Profesional, taukkkkk...👎👎👎👎",2023-04-07 12:05:31
Pengguna Google,1,"Untuk aplikasi yang menjadi ""barang wajib"" digunakan selama pandemi terutama saat perjalanan, aplikasi ini sangat bapuk dan tidak handal, loading lama, berkali kali eror, crash, dan saya sudah memasukkan Nama & NIK utk konfirmasi vaksin, sudah ada keterangan sudah vaksin 2, tapi ketika klik sertifikat, kembali lagi ke laman harus cek apakah sudah vaksin atau tidak. Zonk!",2021-08-10 01:32:14
Pengguna Google,2,"Setelah memasukan NIK sertifikat vaksinya gak muncul-muncul, malah yang muncul anda tidak memiliki sertifikat vaksin 19, kan aneh padahal saya sudah 2x vaksinya, tolong bagi pengelola aplikasi lebih di perbaiki lagi, agar masyarakat lebih mudah mengaksesnya.",2021-11-08 07:13:03
Pengguna Google,1,"Kenapa setiap login , pas lengkapi data akun ,mau masukkan data tanggal lahir setelah diketik klik ok ,selalu gagal. (susah masukkkan data tanggal lahir padahal sudah diketik sesuai tp ndak bisa tertera)mohon diperbaik bug app nya.makasih",2021-09-30 12:35:16
Pengguna Google,2,Aplikasi ini sebenarnya sangat membantu hanya saja aplikasinya masih sering error. Saya sudah memasukkan data lengkap berkali-kali tapi tidak tersimpan dan sangat memusingkan. Harap tingkat kan lagi demi kenyamanan dalam penggunaannya,2021-08-26 11:47:39
Pengguna Google,2,"Kok semenjak di perbarui kok makin gak jelas, login pake nomer telepon atau email selalu gak bisa dituliskan nya akun tidak ditemukan sedangkan daftar ulang tulisannya aku sudah ada, ini gimana mau make aplikasi buat pergi2an kalo gak jelas begini. Makin lama aplikasinya makin gak jelas udahlah gak usah diperbarui2 lagi kalo ujung2nya kaya begini",2023-03-06 11:04:42
Pengguna Google,1,"Kok sertifikat nya gak bisa didownload ya, terus setiap mau log in malah selalu masuk ke kebijakan privasi dan data terus terus an.. Waktu daftar akun juga musti berkali kali.. Aduuh ini aplikasi buatan sekelas pemerintah kok gini sih..",2021-09-28 00:42:34
Pengguna Google,1,"Ini apk isi nya bug semua perasaan. Saya mau login di suruh setujui kebijakan privasi sama syarat penggunaan, sudah saya ceklis tapi masih gak bisa masuk. Mau nge swipe juga gak bisa mana butuh nya memdadak lagi. Tolong di perbaiki lagi yaa.",2021-11-08 04:35:46
Pengguna Google,1,"Kenapa setiap mau login selalu ada keterangan sesuaikan nama dan nik, padahal sudah bener bgt, ditunggu dr seminggu yg lalu gada kemajuan, udh instal uninstall berkali kali ttp gabisa, semua cara udh dilakukan ttp gabisa, kalo boleh tolong kasih solusinya 🙏",2022-07-30 18:37:15
Pengguna Google,2,"Terkadang saat pasang baru dihape lama pilihan pertama hanya muncul pilihan warga negara indo dan asing, solusinya ialah rubah ukuran huruf (font) disettingan hape menjadi yang terkecil agar antarmuka opsi tombol ""saya setuju"" setelah opsi centang yang dibawah bisa terlihat, dan utk developer aplikasi agar memperhatikan ukuran huruf agak bisa daat dibaca layar secara menyeluruh thx",2021-11-03 00:09:42
Pengguna Google,1,"Sudah berhasil login dan sudah buat pin juga. Dikeluarin dari aplikasinya sebentar, kirain ga bakalan logout dan harus ngulang login dari awal (masukin email, nama, dsb) ternyata harus masukin data ulang. Mana pas masukin data ga bisa pake email yang sama, nyoba masukin email lain juga malah ga masuk kodenya. Sangat hmmm sekali, ya? Untuk orang seperti saya yang kesabarannya setipis tisu dibagi dua, ini sangat membuat aral lur.",2024-06-20 13:14:49
Pengguna Google,1,"Aplikasi sangat menyebalkan,,sudah login trus lihat sertifikat . Pas di kembalikan malah gk bisa masuk lagi sangat aneh ,trus disitu tertulis perbaharui di pencet perbaharui trus di buka malah ttep gk bisa .",2021-08-08 11:50:59
Pengguna Google,1,"Mau buka sertifikat mamak dan ganti no.hp tapi saat masukkan kode otp, ga ada berubah, kesal Ne saya barusan mau buka sertifikat kedua, jawaban nya selalu sdh terbuka tp ga kebuka juga. Maksudnya gmn ya? Jgn dipersulit lah, bukan nya nolong,malah kyak ini.. Tolong evaluasi nya lah.tk",2021-08-20 12:17:25
Pengguna Google,1,"Masih banyak bug yang saya temui. Pertama untuk scan, dalam jangkauan radius mulu harus di tutup aplikasinya beberapa kali baru bisa. Kedua terkadang kalo kita hilang sinyal aplikasi ini suka ke reset sendiri, tempat yang sudah kita scan kadang hilang harus di scan ulang",2021-10-26 22:54:10
Pengguna Google,1,"Di update malah error, sekarang nggak bisa login karena setelah klik ""saya setuju.. dst"", tombol loginnya nggak muat dilayar. 😅 padahal mau kemana2 harus pake aplikasi ini untuk scan dll.. JAYALAH INDONESIA!!! 🇮🇩",2021-10-25 03:30:50
Pengguna Google,1,SARAN = coba di perbarui lgi ke versi terbaru biar tdk perlu pake DATA INTERNET lgi. biar pake Bluetooth sm GPS/LOKASI saja. (mungkin utk versi Android 10 Q One UI 2.0 bisa di permudah / diperSimple / lebih gampang di gunakan) karna kami di daerah yg SUSAH JARINGANX sangat SULIT utk mengakses ke Internet. ( tambah jelek aplikasix keluar sendiri ) Trimakasih 🙏 🙏,2020-04-21 22:19:10
Pengguna Google,1,"Aplikasi yang bener"" parahh, semenjak di update sllu mentok logo di satusehat gk msuk ke halaman apapun, udah di uninstal dan di instal ulang brp kali tetep kek gitu jg, tolong dong yang buat aplikasi ini di perbaiki lgi, jelek banget sih aplikasi ny.. gimna mau cek vaksin pada saat berpergian jauh klo kayak gini hadehhhhhh gk rekomen sekalii🥲",2023-03-08 17:04:21
Pengguna Google,3,"Butuh banyak perbaikan, suka gak update GPS, sertifikat gak kluar, dan kalau salah data harus lwat email, knapa gak lngsung lwat aplikasi aja sihh, toh kita juga gtw kalau petugas data nya mreka salah input atau nggk kan. Mereka yg salah malah kita yg ribet kan.",2021-08-29 06:24:11
Pengguna Google,1,"Semua yang kasih bintang rendah rata"" complain masalah sertifikat yang belum di dapat ketika sudah vaksin Samaaaaaa App nya ga ngebantu sama sekali Call ke 119 sampe lumutan ga di angkat Ada update aplikasi dikira akan lebih baik nyatanya nihil Malah lebih parah, ketika buka aplikasi selalu ""terjadi kesalahan, silahkan coba lagi"" terus. Aplikasi yang buruk, tidak membantu sama sekali 👎👎👎👎👎👎",2021-08-03 14:07:01
Pengguna Google,1,"Tolong di update dan perbaiki.. saya lihat punya orang kalo di buat scan kode QR selalu melebihi radius.. ""karena GPS tidak bisa Pas Di titik lokasi.. memang beda2 dari jenis HP masing2"".. jika Aplikasi ini nanti dianggap penting buat kedepanya nanti, biar lebih maksimal.. TOLONG PERBAIKANYA. Di masalah GPS. Pliss Penting!!! karena sebagian perusahaan sudah ada yg menjalankan Perintah tsb..",2021-08-25 12:46:39
Pengguna Google,4,"Bagian pengisian tanggal lahir menggunakan kalender yang disediakan, tidak bisa digunakan, padahal sudah dipilih dengan benar, namun tetap tidak tercantum secara otamatis. Akhirnya saya ketik sendiri saja, copy paste tanggal lahir yang sesuai format aplikasi.",2021-10-04 14:01:10
Pengguna Google,1,"Aplikasi bagus yg lama pas masih peduli lindungi, dimana sertifikat vaksin dapat diakses dengan mudah, khususnya guru yg menghandle murid satu kelas malah gak bisa buka banyak murid mesti dijatah 6 tiap akunnya. Dan sertifikat tidak langsung muncul hanya berbentuk barcode",2023-03-03 04:11:02
Pengguna Google,1,mohon di perbaiki lagi apk ini masih banyak bug. kode otp ga masuk2 lama sekali. Di Indonesia banyak progamer yang pintar dalam bidangnya. Masyarakat itu bayar pajak Segera di maintance apk ini supaya mau kemana² mudah mohon di fix bugnya 🙏,2021-09-15 04:53:09
Pengguna Google,1,"Sejak diinstall sampe sekarang, aplikasi ini blm pernah bisa dibuka, krn setiap dibuka selalu power force. First page muncul bagus, stelah itu 2nd page nya hanya berkedip bahkan tanpa senyum sedikitpun. Semoga aplikasi ini bisa diselesaikan setelah wabah covid.19 selesai, dgn demikian tdk ada gunanya. Wasallam",2020-04-23 08:04:31
Pengguna Google,1,"Sudah diperbaharui.. Pas mau login selalu minta akses lokasi dan ijin aplikasi.. Padahal sudah pernah daftar.. Di chat via email utk perbaikan. Tidak ada respon.. Aplikasi nya makin kesini makin ga jelas, tolong perbaiki !!",2021-08-14 13:46:07
Pengguna Google,1,"Permisi, saya sudah update aplikasi peduli lindungi. Namun, saat mau menampilkan kartu vaksin saya kok ada tulisan sertifikat belum tersedia. Padahal saya sudah vaksin 2x.Karena, untuk beraktivitas menggunakan kereta dan busway mesti pakai aplikasi peduli lindungi. Scan barcode tulisannya radius code terlalu jauh. Sedangkan menampilkan sertifikat nya gak bisa ditampilkan. Mohon konfirmasi nya dan terimakasih 🙏",2021-11-04 22:06:34
Pengguna Google,1,"Appnya sangat buruk, untuk proses kelengkapan akun saja saat pengisian tanggal lahir susah untuk menginput padahal sudah diisi berkali kali tp hasilnya tidak terinput. Tolong diperbaiki lagi ya, karna aplikasi ini sangat penting untuk berpergian atau tempat yg menggunakan aplikasi ini",2021-09-01 09:38:11
Pengguna Google,5,"Bagi yg masih bingung buka ni aplikasi, lo buka dulu setelan di hp ,lo cari buat PERKECIL HURUF , lo geser keukuran yg paling kecil, baru lo login lg ke pedulilindungi, setelah lo centang tar juga kelihatan di bawahnya ada tombol buat lanjut !!!!! semoga bermanfaat bagi yg masih bingun",2021-11-12 17:17:17
Pengguna Google,3,"Semenjak di update Aplikasinya susah digunakan, selalu stuck dilogo, ketika sudah di gunakan lalu di keluarkan, ketika mau dipakai kembali stuck dilogo padahal jaringan bagus, harus uninstall daftar lg baru bisa, ketika dikeluarin lagi apk nya kaya gitu lg stuck lg. Masa harus uninstall trus instal terus.",2023-03-08 22:55:33
Pengguna Google,1,Di menu ehac mengapa ketika kita harus memilih maskapai penerbanga yang kita pilih gak bisa langsung di ketik kenapa harus memilih dan bagaimana kalau maskapai yang kita pilih gak ada di pilihan jadinya kolomnya gak bisa di isi contohnya saudi airlines di sana di pilihan gak ada saudi airlines. Terus kalau begini bagaimana mau buat e hac international nya. Mohon kepada pengembang aplikasinya di perbaiki. Kalau di versi sebelumnya tinggal ketik aja bisa.mohon perbaikanya,2021-11-05 07:17:36
Pengguna Google,1,"Tolong bikin aplikasi yang bener yah Kemarin² udah ga masalah sama UI-nya, malah diubah dan jadi berantakan Perlu perbaikan dari sisi backendnya, saya ga bisa check-in karena dibilang belum checkout, padahal kemarin sudah checkout. Dan kalaupun belum checkout bakalan terdapat tautan untuk checkout, ini ga ada. TOLONG BENERIN, BIKIN APPS PEDULILINDUNGI ITU UNTUK MEMPERMUDAH BUKAN MEMPERSULIT!!!!",2021-10-28 01:05:28
Pengguna Google,2,"Untuk vaksin kedua sertifikat tertulis sertifikat belum tersedia tp kalau buka lewat browser baru ada sertifikatnya, saya jadi takut,ini untungan aja ada sms dr 1199 jd bisa buka dan pilih browser bukan aplikasinya, saya harap di maksimalkan lagi aplikasi",2021-11-20 11:10:41
Pengguna Google,1,"Aplikasinya ga bisa masuk. Pas masuk dengan email gabisa, pakai nomor hp jga gabisa, keterangannya akun tidak terdaftar, error lah. Sedangkan daftar baru juga gbisa, keteranganya akun sudah terdaftar, permintaan tidak dapat di proses dll. Tolong ni aplikasinya diperbaiki sesegera mungkin. Trms",2024-05-25 15:55:49
